,Product,Price,Image,Link,Reviews,Stars,Discount,Tikinow,Badge under price,Installment,gift
0,Máy chiếu mini VANKYO Cinemango 100 White - Hàng Chính Hãng,3.290.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/8e/e8/96/579a0845c9eb9a475889a9504b9c40e5.jpg,https://tka.tiki.vn/pixel?data=djAwMd3lnvtZZXcRSkKTqsxpGKicsZefCLp-8MUigmNOrh2YFbAZQld-v5ZKsV7kYYRUeVGwW0CnSfFx8PorHhyZ4mpMpRdH4iEyVkqip5j0XQquiPoXb655jp2N45hyW7VfOIOu__ghhfY2q9jMMbHlK3Tw913blA5pJyYZU3t4MnnOPaapJBl8XHnhQA-ipZGYpk2RlQ5xEfHEXGic3RgqucrkpVoAKyc5PwsSsuC4twesu1GpX0bScrh83HZIPS6vTrNtuBdmc3S1rjgtKjqOnwYBPuzOeyNPa2Ttw9d1nWLgBJhutWq_ZBUe0XlnDyHO3T55PimENDQyp5Q11bFQIsl7jWTmNC66oH6XdalsU4Cf4tipTzDQWsTqjYDgbLShXLmlku2UT2gkRxxenGlB6TlziIMABuor16ep6Ffz2bGUpwoL7bknHnZPpOe2fqdkbKTP94iBCABpM58EbAXD41ZthWEZ8YYs0-aI27Sfn4ivg9aNw2yqxnv6uDQTIf_xHrMTIO3VNO33E9u9_2Dp0r9rb2Ea9S6ODd7a9sQNFdLrDuDIvPBcgjb5yYDi4n36ymxnK2fEYhKWeKY_SEP3yeI2mYarst9D_XYMm6zZLUDuaV1xesW7ovuV3MalFMKX7DxZYy_Gm-Yoc3BMXhx9o5Wh1OyTW2MOCCyTOKHhU3hVlMD_jvNviKXVGHFyHp8GIqYZ6qthgiox-3vidhTSgSMeTaD7BdsYRQ8DTlQxojMMeUTk8irKU_PSe44wXWcv80fV6ylprWlBwIoLimXQt3oHgCNZESmWx4NtF7ai8yziJsBUHX8-bEBT5QqMRdv0LFRYe5wRdiCycNkuPhv20eVaTeOyWIaO6Yx8H8Wiv-Oc5lUu4OKHdlkPTU2RSceFAX_u6LPAqnncv36VW-LAwvudTOT-p9sjfCNBdy_hgJO290Yh00g60JimWJgk0sfsTHTPXRZrpCE3yOwVT3-VICw0WJ3OqI47n5G4ms9BLaV0boaRY90KW3s6TRkWupuPqBg0dAm3KUwkyt0h-VBjiYAwVAJmtNGiNPw_0h39rb9neLDPOpS_RuwojNl2HidVFvAJhJB1eEJOAydQffGBKwpwjBQP9aCWA_B_ITxgordZJLq6F86Pz1HCrbpn7zLuVMwFwzCX4lL9quejfakRQ_Sg-YZaLCvQgq6NsjHODmSRzuAJSLreJuHekt_zsGyfFprWriqs0yu1jUKRdHP4F9gUSkHpWmW8SXodn3025G5A2q_Rgg&CLICK&reqid=OszOXv73fm&pos=1&redirect=https%3A%2F%2Ftiki.vn%2Fmay-chieu-mini-vankyo-cinemango-100-white-hang-chinh-hang-p72604135.html%3Fspid%3D72604136%26src%3Dss-ads,4,4.0,-40%,No,No,No,No
1,Apple Macbook Pro 2020 M1 - 13 Inchs (Apple M1/ 8GB/ 256GB) - Hàng Chính Hãng,31.499.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/a7/e8/d6/33d72e8efc6ef58d5fbe0cb1770c797e.jpg,https://tiki.vn/apple-macbook-pro-2020-m1-13-inchs-apple-m1-8gb-256gb-hang-chinh-hang-p73795655.html?src=ss-organic,123,5.0,-10%,Yes,Yes,Yes,No
2,Bộ Kích Sóng Wifi Repeater 300Mbps Totolink EX200 - Hàng Chính Hãng,198.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/9d/fa/1e/30d0c22525743d5a2e850e76dd52fe72.jpg,https://tiki.vn/bo-kich-song-wifi-repeater-300mbps-totolink-ex200-hang-chinh-hang-p547563.html?src=ss-organic,1462,4.3,-27%,Yes,No,No,No
3,Apple Macbook Air 2020 M1 - 13 Inchs (Apple M1/ 8GB/ 256GB) - Hàng Chính Hãng-,25.499.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/92/98/f9/32568923c4c42a13346ca55c8bd473fb.jpg,https://tiki.vn/apple-macbook-air-2020-m1-13-inchs-apple-m1-8gb-256gb-hang-chinh-hang-p73795621.html?src=ss-organic,70,5.0,-15%,Yes,No,Yes,No
4,Bộ phát wifi TP-Link băng tần kép AC750 Archer C24 Modem wifi hàng chính hãng TP Link - Cục phát wifi TPLink router wifi TP link,379.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/f6/24/22/1ee8304b6eb7c211f4e0cf094d35d77e.jpg,https://tka.tiki.vn/pixel?data=djAwMSBHdHN4JNv483VWaFZoZ9NHujcVVulyL06MMk-yTWg-qbzxZs-yNW-xITUkrDsmnkFi3sN5GiA3JI1zku8iAYYRVSXj2rZpVezI013PiqAjprnR-vk9_7Rdq5OgeSddAT-mRrzj7pcBsoMreWSbOEh8ABV_7YXd9Bkq8ykPhzDte5rfd8GYPBlmaMo_fmfjH20hMJ-tPTcvpSX2iiUsdXzfe1NL0F_EFwfjTcFgk5P78eZwQschK3oBLRi7u_YHTuHziGPtu7qSW7o1CFWhTUYKjQmR3Irmy7Ne3GspPlRGNjM-dnlpcZuBW9ul5nOo8gQ-UwU0pO2bq62HU-C3JUH5P8AekB5FPED5UGgKMumNCkTRVYfgojv9ebWOmx3KCrX9pHwPgLuB5i5a98k06U6DCkRJ7qRNacrXxAlvsYBEYF_1K3P_L1k1KTIqgv1q4f5bg-DLv4ZOD9b8xLmlw_sIU1LRtYGbXE4DcuVHS2piHmgLar0YS6UUB3j_PQJJk2hGS4axwvaZBXD2solkWyUy99mxPaKOtnoJgKHVbN5j9TDYl0D29CBpNl0zp5bZ_dd2H_PqhtvWmWUBnTKecwxgoA29THadYWOS3P8cndJiokD_3X3O3aqEgT8t0VhwyUljOQA0e3CO2_0s_15Agc0Hswu1kcmcyXwog4Q-AUuct6VwHc6kIjEFzJf7TJg3FT93ef6Hmgc7Xoy86XCLVfgUY8szzjoeojbUo_MMOX453XE1-yCIFfuIgMgxuhR0EE7Kl6jYfQtKa1p1eR2H4C0IbFiA6mGWA_MIH8bo1XXso6ffqfnQvdDtwsg-S2V3ghDkHN9gaoHy_2Jgx4KvAQQAvJN_U3zhuMUhFZg4qtHdpbnBHU15e3NVhJE9oGy4y-qJV6OuasGFP7qPCh8ccU7hUgZf_a8Mg_4bl8dPw883BSWxaOTLa66qJiZjLQkrXVm0XTz3gw9-vrPC5nByOQsagascPUSvTueI9X0t1Cm3VkPsd7UbZce51FPP0aAjhSzIq5aWS6u-6n9yTSUYosHgniz3cGMX1yzuL1b0H0ZdZH1fZmPXCDPRxvqn84KcDUl2PoEhiqc6irawqkVg0J5QeL6PxXfRc1lQuRL4SGhU7PI6RdZkiUmxmJbfTyq16_rRmsS1JM0nDnjiOwDLjfHoG2CzqL8tRHCGjj9lBxGyod9wtRqSVAz0VGefxOdxJe1QdRdbxyQmh_iRW9RTxp_UplRYWeyXhkUZppYPvr-buNfh8iwwhxitoLxJRynZfQPcK-a1EoPSJcfD&CLICK&reqid=OszOXv73fm&pos=5&redirect=https%3A%2F%2Ftiki.vn%2Fbo-phat-wifi-tp-link-bang-tan-kep-ac750-archer-c24-modem-wifi-hang-chinh-hang-tp-link-cuc-phat-wifi-tplink-router-wifi-tp-link-p74547151.html%3Fspid%3D74547152%26src%3Dss-ads,34,4.8,-53%,Yes,Yes,No,No
5,USB Kingston DT100G3 32GB USB 3.0 - Hàng Chính Hãng,92.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/fe/2a/37/34e6ca6587338ccf18f312d7b9b2ea3c.jpg,https://tiki.vn/usb-kingston-dt100g3-32gb-usb-3-0-hang-chinh-hang-p405243.html?src=ss-organic,1804,4.5,-75%,Yes,Yes,No,No
6,Chuột Có Dây Logitech B100 - Hàng Chính Hãng,58.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/11/95/4d/a9c21fbe61ce96d66c06582a49791381.jpg,https://tiki.vn/chuot-co-day-logitech-b100-hang-chinh-hang-p356188.html?src=ss-organic,1462,4.7,-36%,Yes,Yes,No,No
7,Apple Macbook Air 2020 M1 - 13 Inchs (Apple M1/ 8GB/ 512GB) - Hàng Chính Hãng,30.999.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/a7/e8/d6/a4106879f44ab39ec6ef7f62ff57a41e.jpg,https://tiki.vn/apple-macbook-air-2020-m1-13-inchs-apple-m1-8gb-512gb-hang-chinh-hang-p73788524.html?src=ss-organic,20,5.0,-11%,Yes,No,Yes,No
8,Máy scan Plustek MobileOffice S410 hàng chính hãng,1.700.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tka.tiki.vn/pixel?data=djAwMYfEDzPBvhwv36MYPGup93ji1_SHaYgfVHt4AoKLHehhxN_xeHImYVtNvhIFxmNOBzgn4FkctSYgHobzKbE5Vq0EaGMKjrzY5i8rdXUNeVfDsnm3Ou1HEPBQVLCdUqDajSaDVRd9Oz_9j6RkdokuANmTxz6JTUkf0RQhClMD5DFDkgKLOw8mMw3p4nvazeXbOdMkjDRr2YmFJwI20vFKlj9NmSVbgW-AVuKxnzK586TG-JBTHWT3hGJbZKlRdIMwh3HitqVDVpvp26R4HrVTOGGFMZM4waoGfp8lhD5XJZ7RQsky40ehUiIOXLcYzr-5Xw19MX5pP4T4WZbGunG2t31Z_hw0oqYXrb2T2OuF4chouZfLPUPhtmbSPswnc-i0XJxkzo0xb1jwP2gBqCTUURPHld4r7vGyyOZ8zV7HRSc4Ba4KfhSgkPKGvrXJNW9Fw42UbFzRlxSxEj-r9h0tAtzjF0JtXMLWX34OAg61vgCRuzsplzAYjjTCWAkPKwptUWdEMDXA2VPeRH4O-bFZMpovrSR3h5uSaNZ0Xq30rZbbb2SClXqsACuFCYoZ6G_v74oVx2wJwtcFjpLwy84-oRmjrbfqDmjvHtTyxJWlcyH4u6FeBkNCzejjjw0IJa4yfn_UXBtLWBnH30g9eSR95bXnB2D8oS-O6uh1TX4PYlhl_JFP4UBWj4MF9BiTfm9knHE1Ucw6gFRypQtVG_wytj__ixDWOoLBMXA_bQMRIB8juMSz0SH2cBfhAn3-r36Hv5D1qEFduIYFYEgcwpMXq6QKBHmb6oLL5QzLBJrEsHeqhAnRUrJU63HpfCXXLuY99f3qb2QdXeKXTBTGE--TckScJddB2c_K3YGoBtmWWOdJSghGC3HZqxNX9Jk2HuwhJi-DcmgCvzibRkDPG1_hAnitGeChb6XSXpqxgtKQBIABLPADjXJl2_HqxBtPv1B2HyYGBVwWtazOplDdWnWePs6hUkI7QN0I2sWElwILmghSbQU3a9ruKoYWrwG3ctifvrECoKaKiKgEqoqmGEX9Z7Uu5iN9MN-YMfBZYX10gHv4pJVHrVYs2WC5AuybEC8ZOavUMz3b_4O0nAIbfO2AaYWKcQ8LjTfFZDpUjrT82uTpYffzrrF5W3ktP2zMZpRX4y4wXDWxVoXZynRwZBOmWPod2BfF77BcekeYlF0CZKw3ASZZIBZz4ZweSpZley2ONAQ9TW6uog26u6ENuZmsVY2AXzm44jY_3GeP5Z7NtQ4KwJ_h8qm1dOyl7ZbzENzjpaA&CLICK&reqid=OszOXv73fm&pos=9&redirect=https%3A%2F%2Ftiki.vn%2Fmay-scan-plustek-mobileoffice-s410-hang-chinh-hang-p26071266.html%3Fspid%3D29827338%26src%3Dss-ads,8,5.0,-32%,Yes,No,No,No
9,Apple Macbook Pro 2020 M1 - 13 Inchs (Apple M1/ 8GB/ 512GB) - Hàng Chính Hãng,36.499.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/90/c1/c8/b4a15be982d5744df81cdd54a6ac5d6c.jpg,https://tiki.vn/apple-macbook-pro-2020-m1-13-inchs-apple-m1-8gb-512gb-hang-chinh-hang-p73795660.html?src=ss-organic,15,4.9,-9%,Yes,No,Yes,No
10,Phần Mềm Diệt Virus BKAV Profressional 12 Tháng - Hàng Chính Hãng,194.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/09/c0/8c/f20ea1736b20a4ce9138382e51bbf75e.jpg,https://tiki.vn/phan-mem-diet-virus-bkav-profressional-1-pc-12-thang-hang-chinh-hang-p76181490.html?src=ss-organic,391,4.8,-35%,Yes,No,No,No
11,Laptop Huawei Matebook D 15 (8GB/256GB) - Hàng Phân Phối Chính Hãng,14.990.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/aa/ae/cc/ca9078953cc63336e821669c658de3bd.jpg,https://tiki.vn/laptop-huawei-matebook-d-15-8gb-256gb-hang-phan-phoi-chinh-hang-p74556865.html?src=ss-organic,10,5.0,No,Yes,No,Yes,No
12,Máy Scan Plustek 2610 - Máy scan Plustek OpticSlim 2610 - Hàng chính hãng,1.300.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tka.tiki.vn/pixel?data=djAwMYP4kHmz9as6xjCxKTzxJRrv-VMzHdszCCI6a7Y3vrAEjFqKnjFlcD3FQnEgpUBRLIDWwJeT1WR3rVV0MJzHWZKvBkuwlMlkxsIDpqQ953eXrYhnvwM1oh118ui3gu2bGoa1yLR9xf5H-xKgpUhVjeMIejhSOhrs4PJWDdziTQCzx_dt0uMH4ZakzRJmWAdYsnsrs2SoAmAZYq3lTkzbkWbIxQE4PLghUsY-G-JYmanzr95PxI3ncS1RLE1hwMJM145J4V-le7ss_zv8dKntJHHPzSrkQXxwI00Uif_1rqjd3JSNgywKqD91IBV8zVoJpgKvelIxTnB5bcI4hQaBmOmeypXUJ8trzrVlYq-i-wG-8IzNIyTvbCZEnPlNrisLX3aSmoWAclBM_9vj1fxzyPdwG8ai53KsyQyySBWQs_fLgXbiQssiC2yVulHD1jTRuQhmbAZWl3tF0LcM5AsijZYLSbXBpAmYeB9V8pafxN6MMKLDQWTF4JYcbAYw88hcDOFKQc5-ZN5FyPjoTwNpMua7SXK7yNseffFHyUES26nJztbpNURBu8LobwtZcUvirv8own1L5ND107wsSJoQkNDhI612TVYa04cZn4RYWfeSOssr8ENq9Jojw90QLMC-9ji0rCN3Q-EmY3qJzvGmPKsV0Cv8D6QyJxZdpHocwP1ZW674BBE9UYpP2jZMtyOPF0aA-qX9fBftPvgHx60l59D8ChRDeWCCqLFncDOnVovSrtvMFPtl49IxdcrDSSa9-F-2Eu3ERPNUQ671S9a0QIkrU1Z0mDUvrT8JZbc-5jTb2MaWwb-ekfd5zGbHJJ7bVKSwshb2b0LJVm82ZxqF14JgxLDpqjYm-dzqvcAMx53BfD4T7SUH8CKtbvP_EGqC1LPsegtliRp7Im32tdqIzeL_htBiKYhbQF2QTf5WM-knSLlH4H0sfDyrT2-xkXS16l19huYU9Sd7s_wJTEAnuT1pzJE8kfI1hB45sKPBEfCQogZL8a1-1bvc2U1dnhEihznNbeimCmPIiEM27x61mAiwEY2vY5WLlckoX5t_1uV9Bn1TAv7tZoa-UEo94vIsMMHyK1-K3hnjkrYTAuHvG6zsPzJwk5mGUIBtK_RLgagCCDaosz2Udxq2qx36FBu1SEU7CEGkTkCqyUb94EuY7aOLqfBGm9vh21qcjEVi-DVgyvqh11E4QRVWDJ44f_a69FV80JvL9Fe98x6hjx4gS2zJC_eoYmpHfDrYAcwFsv9-J_T7Wf5o3dHjXcpm2A&CLICK&reqid=OszOXv73fm&pos=13&redirect=https%3A%2F%2Ftiki.vn%2Fmay-scan-plustek-2610-may-scan-plustek-opticslim-2610-hang-chinh-hang-p32570181.html%3Fspid%3D32570182%26src%3Dss-ads,5,5.0,-32%,Yes,Yes,No,No
13,Phần mềm Microsoft 365 Family English APAC EM Subscr 1YR Medialess P6 (6GQ-01144) - Hàng Chính Hãng,1.390.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/38/a7/cf/207b0aa48b17cd3b20e38f635a85c6c2.jpg,https://tiki.vn/phan-mem-microsoft-365-family-english-apac-em-subscr-1yr-medialess-p6-6gq-01144-hang-chinh-hang-p53056161.html?src=ss-organic,445,5.0,-18%,Yes,No,No,No
14,Màn Hình Dell U2419H 24inch FullHD 8ms 60Hz IPS - Hàng Chính Hãng,4.990.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/cf/3b/cc/c220e39d6100924a66679bfb346b7544.jpg,https://tiki.vn/man-hinh-dell-u2419h-24inch-fullhd-8ms-60hz-ips-hang-chinh-hang-p7986170.html?src=ss-organic,345,4.5,-12%,Yes,No,Yes,No
15,"Màn hình Dell P2421D ( 23.8""/ 2K/ IPS/ 60Hz/ 5ms ) - Hàng Chính Hãng",5.059.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/fc/1c/82/df771ace2f90b3389666f1571b7ac033.jpg,https://tiki.vn/man-hinh-dell-p2421d-23-8-2k-ips-60hz-5ms-hang-chinh-hang-p59405214.html?src=ss-organic,88,4.8,-19%,Yes,No,No,No
16,TP-Link Router phát wifi di động 4G 3G dung lượng cao M7000 - Hàng chính hãng - Bộ phát wifi từ sim 4G Cục phát wifi 4G TP Link Phat wifi di dong 4G 3G,899.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/8d/0e/63/ceb40994ea6c0460abc60760d8dd8609.jpg,https://tka.tiki.vn/pixel?data=djAwMWl4_yS3HnDQBY3F2DpXc2Wfcg7bvpQX8au_shhdIlc62p_l_7OhM7Ix11AEpFyTBl7o3_qFWEYShEo-8QjK_Bwh9E9oiA1-rk18ubJ-gOGFFd_u3FiiyASL8s60WlZ88Gm5tBNN7QdYAbPm5KQzwSR16AZej1jW6rq_Wgt4NSHYrUTRbRIyyALh-M8cQ3W_xuSDXLxPW6oJjwjxmbrEztShicVk7SN7c1gxDFz2ytLr1yYGjw1yq1lOWyCdqjhICKuasr3mEKiY43IhKHY6T6YksjcJhb4A4Hmtiw19SMw9-2hatyP6rmA_6lq9COyn1ONmn23jVqHpTMV3QqCfsBuut2ep0dBSWR2U77c70Zs6CbuF-oHAn_LRKREFPLzSlG2XtHJgu9wkfuh-TMwYolBSF_KqastXHzobe5Eq7wPe2tT4805PJGHKxsDTOJp62-V3p_AUmFq2gBLGnl9dRbMDcb7YtZvGq29FoTQUBW_DuJEJbyCsS8T02XdPtSUCSlpIcx-cJrxhZ0JhIoInmwgvyNhpFLTndu9_hGax3JBR6a3Xb0EY9o-KK2t9qZQ6aUrX9nmRnFtzbSOkA2gNhs59dPdEPxKqA09InMIFjO6b2EbOCPuuHxLtw4-ksxwpaiDoG0YXJ7OB6Z0GLRCDDsae74kmybE35WruS9o9Du46mDqgrBDpFopivqkl6-L9bGptVAKg7H83X_xYp68imYfbqIKNDKuv8TiwMcAJLdsAfQxyXzpJEAa264jWBlqqI5BcHcniHzrOdvikxUO1JoGVGKHe_ou-HAU_Pe5OAjJYbOuGJ6YKyPK8JFqXouC7kWiImVrswo00hQD2Sn4VirssVNXNklL_2Uj637HE8HAM8X1b7uAARe_y4oz57jFV2nQ_NSzEMJP6PXDMnx2F8C_Ujyj8_dmYpmeAcjAwEtvXz-EzI5taA6nAjZyupUjMcjsJBhy9ZW4QMv6PtSssCvdg2lISWs75wZv2AnMSDutBoVhwbhkQl5etf_uc_XAJcfsYpG731vjZ-_BqmvD6_My3nZqaoZ8U3UCvyNuKA3cc7WR8Fl5Sm5V5SoevVC09ibYjQueinUgGy3OjJ_hrop5V0XIcyw35UwyVzN1bEEwrNel5lqgFpiu1UNfnHaG09EwgDo3qJ6yPYGsKwipVn5iNlDrCWlkNgT7RubOT_5iuEsUvnWURNSX3FCKzPIz6PQMHVmBmMslpGzfrYfi6Bdq_P3r3_Z_34f6dlqsXi_APsAqqKeSKy6BiPa-ObrCzJdO3FQ0&CLICK&reqid=OszOXv73fm&pos=17&redirect=https%3A%2F%2Ftiki.vn%2Ftp-link-router-phat-wifi-di-dong-4g-3g-dung-luong-cao-m7200-hang-chinh-hang-bo-phat-wifi-tu-sim-4g-cuc-phat-wifi-4g-tp-link-phat-wifi-di-dong-4g-3g-p74547194.html%3Fspid%3D74547195%26src%3Dss-ads,19,4.6,-36%,Yes,No,No,No
17,Phần mềm Microsoft 365 Personal English APAC EM Subscr 1YR Medialess P6 (QQ2-00983) - Hàng Chính Hãng,990.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/9a/c3/18/8bea9b5e1c3808128e64c841d0e4cb78.png,https://tiki.vn/phan-mem-microsoft-365-personal-english-apac-em-subscr-1yr-medialess-p6-qq2-00983-hang-chinh-hang-p53080935.html?src=ss-organic,383,5.0,-23%,Yes,No,No,No
18,Router Wifi Băng Tần Kép AC1200 TP-Link Archer C50 - Hàng Chính Hãng,435.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/a/r/archer-c50-v3_s_01.u4064.d20170704.t180940.358348.jpg,https://tiki.vn/router-wifi-bang-tan-kep-ac1200-tp-link-archer-c50-hang-chinh-hang-p708026.html?src=ss-organic,478,4.5,-46%,Yes,Yes,No,No
19,TP-Link  TL-WR841N - Router Wifi Chuẩn N Tốc Độ 300Mbps - Hàng Chính Hãng,279.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/cd/2f/0a/4c53cdba0b1ca8cbca34863e6d077b9f.jpg,https://tiki.vn/tp-link-tl-wr841n-router-wifi-chuan-n-toc-do-300mbps-hang-chinh-hang-p416613.html?src=ss-organic,581,4.5,-22%,Yes,No,No,No
20,Máy scan Plustek MobileOffice AD480 hàng chính hãng,6.400.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tka.tiki.vn/pixel?data=djAwMTGKw9fb42IrEsWkGq0B_nIO5pijqKu4Pbkfo6zEQdNIqJT1a2jaLLXhgxIwLGBnp4vLXPVPurKWbKslRAeEuDjJ6tauQ1-WPm5dEREYsNIFo-P1tflfrAgO5wtgX3LzZLDR3g0-WbdWCD7RcmL_oaxSvRcgN5sN77-syl4e8d7Ezi4P4xjiLT0ev2ai5zos60u7L2su76_MCrVamc-hR3jOcKf2ei3uBXU5ETo1G_rZlFN1250mLniULBD_x-LFn-WktEfJH2avbHvc77b_k7qIV17dC70xJGZMgkNUJLUX680Mb8UoUR-OOGeJ4OJpHyyTEedXK5FBFtXvMUVtSkDOZESafbk6snHulJoI8UMcO730kO67Fj2uIacBwM9XpwAUiqycyGlHfBO2Qqipyltb99N9HllnlMgr25vVNQXeCy_lNZBK-XS_6jk9JdeePUtn0kwmt7UPWPjdJEScOD5sun27bANa15Ih2CamwuKJuHd3WVlJHb8tqJgxiGz7RcyZr0HxOsI3PYsw73UmxIqWl3VUp8Z5appiUmXmr2s2cxD70tan91gUKvcYd3VXqRlp4HbLW5wWuaSozr1YCNOFqWm6eY0g-_7xNBeBm61w_eU166hL2QBzFhDtSKTyXA1LpWskcU-gKcjAd8oiFYG1jFA8v3-zdLS7FeSPga5UcCp4Gco8PW_APVZVqH3dhWJ0AnEDJgABAQFi8CWILn_U8xOQvq09Xqz5uA6jTeb01sb0E4Ls26fIyj5NldiEnmR9trgYQqzRhdykDlc0lawNebhCxQ1cwKIQOw3BqZk_5bWUlQ1grEuvALfYSxV6ZUQvap0X3LkaiF3Yg3LGJEa6nR-ms6xp5WQUwZU_XR1xLvKFWELtECK0C9yVoDWMo57flJlWVjhq8CIhJBw0SSIyzFc1xK4jy_TgCVx2KdoNgMGh4DkTk_8251i-DaqVKaPk-Nc-JDM5hQIhJx_98fVmH_kC45nhMb3KkIJxdOfgIR3OYnk1gNs6Hrdo4FPkUA2R6x48iwrHDEq3H2HmLo5ksreUIFChH4Iny2kJvx_-JgYG34JTVuWQAY6hjoEUhnZEuvQ0StPq9A2xhS8xbZ6OSJ4Cqz82Ze4mGkOT428hk2L_vXYqutUONK5J4PSmj_1dvoNcJNbzqCmpbEvk051M5TTZAO-j84QVwaXHfhCAjh9EmdGIMCSmhYqcVyZQDcaQK9RAp7QSYCGlET8qqn8FHKX7TSmoQUe2aNnb3pXqcGlq2FA&CLICK&reqid=OszOXv73fm&pos=21&redirect=https%3A%2F%2Ftiki.vn%2Fmay-scan-plustek-mobileoffice-ad480-hang-chinh-hang-p26069619.html%3Fspid%3D31577402%26src%3Dss-ads,Not available,Not available,No,Yes,No,No,No
21,Bàn Phím Có Dây Dell KB216 - Đen - Hàng Chính Hãng,153.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/2/3/23884_ban_phim_dell_kb216b_01.u2409.d20170517.t091608.808367.jpg,https://tiki.vn/ban-phim-co-day-dell-kb216-den-hang-chinh-hang-p646020.html?src=ss-organic,1146,4.7,-47%,Yes,Yes,No,No
22,Ổ Cứng SSD WD Green 240GB 3D NAND - WDS240G2G0A - Hàng Chính Hãng,849.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/50/c3/0f/b0250c87ad2ab1679dc8e386c84d0b07.jpg,https://tiki.vn/o-cung-ssd-wd-green-240gb-3d-nand-wds240g2g0a-hang-chinh-hang-p964243.html?src=ss-organic,61,4.8,-15%,Yes,No,No,No
23,Ổ Cứng SSD Kingston A400 (240GB) - Hàng Chính Hãng,825.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/06/d0/00/9df3937c390fcc0b66161f4dbe783757.jpg,https://tiki.vn/o-cung-ssd-kingston-a400-240gb-hang-chinh-hang-p618526.html?src=ss-organic,953,4.5,-31%,Yes,No,No,No
